input_line,query_name,query_birth,query_death,query_state,chosen_memorial_url,chosen_memorial_id,parsed_name,parsed_birth,parsed_death,parsed_place,parsed_bio_snippet,match_score
Amos Walter Atchley,Amos Walter Atchley,,,,,,,,,,,0.000
"Charles W. Cherry, Sr.",Charles W Cherry Sr,,,,https://www.findagrave.com/memorial/55375059/charles-eckles-srack,55375059,Charles Eckles Srack (1825-1895) - Find a Grave...,18,18,"Burial Brookville Cemetery Brookville , Saline County , Kansas , USA Show Map GPS-Latitude",,0.277
Clyde Hart,Clyde Hart,,,,,,,,,,,0.000
"Congressman Williamm V. Chappell, Jr.",Congressman Williamm V Chappell Jr,,,,,,,,,,,0.000
David Hinson,David Hinson,,,,,,,,,,,0.000
Douglas Stenstrom,Douglas Stenstrom,,,,,,,,,,,0.000
George Musson,George Musson,,,,https://www.findagrave.com/memorial/131897165/george-musson,131897165,George Musson (unknown-1813) - Find a Grave...,18,,"Burial Kilmainham-Officers Graveyard Kilmainham , County Dublin , Ireland Add to Map Memorial ID 131897165 131897165",,0.331
Harris M. Saxon,Harris M Saxon,,,,,,,,,,,0.000
International Speedway,International Speedway,,,,,,,,,,,0.000
Kevin John Fischer,Kevin John Fischer,,,,,,,,,,,0.000
Leonard B. Knox,Leonard B Knox,,,,https://www.findagrave.com/memorial/275527891/leonard-knox,275527891,Leonard Knox (1950-2023) - Find a Grave Memorial,19,20,"Burial Glenwood Memorial Park Mooresville , Iredell County , North Carolina , USA Add to Map Memorial ID 275527891 275527891",,0.274
"Martin Luther King, Jr.",Martin Luther King Jr,,,,,,,,,,,0.000
POW‐MIA Rose Bay Bridges,POW‐MIA Rose Bay Bridges,,,,,,,,,,,0.000
"Robert F. Grim, Sr.,",Robert F Grim Sr,,,,https://www.findagrave.com/memorial/143747020/robert-a-srachta,143747020,Robert A. Srachta (1918-2004) - Find a Grave...,19,20,"Burial Assumption Cemetery Wheaton , DuPage County , Illinois , USA Add to Map Memorial ID 143747020 143747020",,0.265
St. Johns River Veterans,St Johns River Veterans,,,,,,,,,,,0.000
Trooper Darryl Haywood,Darryl Haywood,,,,https://www.findagrave.com/memorial/9546663/darryl-lewis-haywood,9546663,Trooper Darryl Lewis Haywood Sr. (1954-2004) -...,19,20,Burial Burial Details Unknown,,0.331
24th of February,24th of February,,,,,,,,,,,0.000
A.B. Martin,AB Martin,,,,,,Abagail “Abbie” Burton Martin (1875-1949) - Find a...,18,19,"Burial Burton Cemetery Wise County , Virginia , USA Add to Map Memorial ID 248623277 248623277",,0.225
African Caribbean Cultural Arts,African Caribbean Cultural Arts,,,,,,,,,,,0.000
Aleida Leal,Aleida Leal,,,,,,,,,,,0.000
Alexandre Petion,Alexandre Petion,,,,,,,,,,,0.000
All America,All America,,,,,,,,,,,0.000
Allapattah,Allapattah,,,,,,,,,,,0.000
Ambassador Armando Valladares,Ambassador Armando Valladares,,,,,,,,,,,0.000
American Bankers,American Bankers,,,,,,,,,,,0.000
Andrew J. Capeletti,Andrew J Capeletti,,,,,,,,,,,0.000
Angel Manuel De La Portilla,Angel Manuel De La Portilla,,,,,,,,,,,0.000
Angel Pio de la Portilla,Angel Pio de la Portilla,,,,https://www.findagrave.com/memorial/122198966/angel-portilla_gonzalez,122198966,Angel Portilla Gonzalez (1897-1961) - Find a Grave...,18,19,"Burial Puerto Rico Memorial Carolina Municipality , Puerto Rico , USA Add to Map Memorial ID 122198966 122198966",,0.264
Anne Ackerman,Anne Ackerman,,,,,,,,,,,0.000
Anthony J. Perez,Anthony J Perez,,,,https://www.findagrave.com/memorial/211454023/anthony-perez,211454023,Anthony Perez (1942-2020) - Find a Grave Memorial,19,20,"Burial Tipton-Pixley Cemetery Tipton , Tulare County , California , USA Add to Map Memorial ID 211454023 211454023",,0.286
Armando Perez 'Yambo',Armando Perez 'Yambo',,,,,,,,,,,0.000
Arnold M. Velazquez,Arnold M Velazquez,,,,,,,,,,,0.000
Arthur Mays,Arthur Mays,,,,https://www.findagrave.com/memorial/90513251/arthur-mays,90513251,Arthur Mays (1909-1960) - Find a Grave Memorial,19,19,"Burial Glendale Cemetery Bloomfield , Essex County , New Jersey , USA Add to Map Plot Section",,0.270
Athalie Range,Athalie Range,,,,,,,,,,,0.000
Aventura,Aventura,,,,,,,,,,,0.000
Avenue of the Americas,Avenue of the Americas,,,,,,,,,,,0.000
Benjamin Leon,Benjamin Leon,,,,,,,,,,,0.000
"Benjamin Leon, Jr.",Benjamin Leon Jr,,,,,,,,,,,0.000
Bill Seidle,Bill Seidle,,,,,,,,,,,0.000
Billy Kemp,Billy Kemp,,,,https://www.findagrave.com/memorial/105484800/billy-kemp,105484800,Billy Kemp (1948-2013) - Find a Grave Memorial,19,20,"Burial Lewis Cemetery Hickory Ridge , Cross County , Arkansas , USA Add to Map Memorial ID 105484800 105484800",,0.255
Bird Road State,Bird Road State,,,,,,,,,,,0.000
Biscayne Park,Biscayne Park,,,,,,B Ripley Park Jr. (1903-1975) - Find a Grave...,19,19,"Burial Saint Michael Cemetery Pawcatuck , New London County , Connecticut , USA Show Map GPS-Latitude",,0.204
Bishop Victor Tyrone Curry,Bishop Victor Tyrone Curry,,,,,,,,,,,0.000
Bob Arbetter's,Bob Arbetter's,,,,,,,,,,,0.000
Boringuen,Boringuen,,,,,,,,,,,0.000
Brickell Avenue State,Brickell Avenue State,,,,,,,,,,,0.000
Carlos Rodriquez Santana,Carlos Rodriquez Santana,,,,https://www.findagrave.com/memorial/220046376/carlos-santana,220046376,Carlos Santana (2003-2003) - Find a Grave Memorial,20,20,"Burial Queen of Heaven Catholic Cemetery Mesa , Maricopa County , Arizona , USA Show Map GPS-Latitude",,0.264
Brownsville Commercial District,Brownsville Commercial District,,,,,,,,,,,0.000
Calle Ocho State,Calle Ocho State,,,,,,,,,,,0.000
Capois‐La‐Mort,Capois‐La‐Mort,,,,,,,,,,,0.000
"Captains Padron, Perez and Sosa",Captains Padron Perez and Sosa,,,,,,,,,,,0.000
Carlos Arboleya,Carlos Arboleya,,,,,,,,,,,0.000
Carlos C. Lopez‐Aguiar,Carlos C Lopez‐Aguiar,,,,,,,,,,,0.000
Carrie P. Meek,Carrie P Meek,,,,,,,,,,,0.000
Cesar Calas,Cesar Calas,,,,,,Allan Joseph “Corky” Gindy (1928-2005) - Find a...,19,20,"Burial Toledo Memorial Park Sylvania , Lucas County , Ohio , USA Add to Map Plot Section 31 Memorial ID 11806563 11806563",,0.102
Charles Summer,Charles Summer,,,,,,,,,,,0.000
Chelsie J. Senerchia,Chelsie J Senerchia,,,,,,,,,,,0.000
Coral Way Historic Canopied,Coral Way Historic Canopied,,,,,,,,,,,0.000
Coral Way State,Coral Way State,,,,,,,,,,,0.000
Crandon Boulevard State,Crandon Boulevard State,,,,,,C. F. L. Staten (1857-1868) - Find a Grave...,18,18,"Burial Central Cemetery Beverly , Essex County , Massachusetts , USA Add to Map Plot Sub Division 19, Lot 3 Memorial ID 133210821 133210821",,0.205
Cuban‐American Association of Civil Engineers,Cuban‐American Association of Civil Engineers,,,,,,,,,,,0.000
Cutler Bay,Cutler Bay,,,,,,,,,,,0.000
Daniel D. Diefenbach,Daniel D Diefenbach,,,,https://www.findagrave.com/memorial/236345305/daniel-diefenbach,236345305,Daniel Diefenbach (1894-1898) - Find a Grave...,18,18,"Burial Diefenbach Family Cemetery Perry Township , Vanderburgh County , Indiana , USA Add to Map Memorial ID 236345305 236345305",,0.381
Daniel J. Mahoney,Daniel J Mahoney,,,,,,,,,,,0.000
"Dewey Knight, Jr.,",Dewey Knight Jr,,,,,,,,,,,0.000
Dolphin,Dolphin,,,,,,,,,,,0.000
Don Shula,Don Shula,,,,,,Dona Marie Shular (1915-1917) - Find a Grave...,19,19,"Burial Polk Cemetery Arcadia , Iron County , Missouri , USA Add to Map Memorial ID 104160964 104160964",,0.244
"Dr. Armando Bucelo, Sr.",Armando Bucelo Sr,,,,,,,,,,,0.000
Dr. Jose A. Marques,Jose A Marques,,,,,,,,,,,0.000
Dr. Leonard Cherdack,Leonard Cherdack,,,,,,,,,,,0.000
Dr. Oscar Elias Biscet,Oscar Elias Biscet,,,,,,,,,,,0.000
Dr. T. Stewart Greer,T Stewart Greer,,,,,,T  B  Greer - Find a Grave Memorial,,,"Burial Old Shiloh Cemetery Bedford , Lawrence County , Indiana , USA Add to Map Memorial ID 147797356 147797356",,0.226
Dr. Vicente Grau‐Imperatori,Vicente Grau‐Imperatori,,,,,,,,,,,0.000
Elaine Gordon,Elaine Gordon,,,,https://www.findagrave.com/memorial/98744642/elaine-gordon,98744642,Elaine Gordon (1924-1985) - Find a Grave Memorial,19,19,"Burial Mount Lebanon Cemetery Glendale , Queens County , New York , USA Add to Map Memorial ID 98744642 98744642",,0.296
Emilio Ochoa,Emilio Ochoa,,,,,,,,,,,0.000
Ernesto Montaner,Ernesto Montaner,,,,,,,,,,,0.000
Essie Silva,Essie Silva,,,,https://www.findagrave.com/memorial/16302221/essie-viola-silva,16302221,Essie Viola Nordman Silva (1907-2002) - Find a...,19,20,"Burial Memory Gardens McAlester , Pittsburg County , Oklahoma , USA Add to Map Memorial ID 16302221 16302221",,0.275
Estrella Rubio,Estrella Rubio,,,,,,,,,,,0.000
Ethel Beckford,Ethel Beckford,,,,https://www.findagrave.com/memorial/256157548/ethelbert-beckford,256157548,Ethelbert Beckford (unknown-1984) - Find a Grave...,19,,"Burial Willesden New Cemetery Willesden , London Borough of Brent , Greater London , England Add to Map Plot A, 756-A Memorial ID 256157548 256157548",,0.319
Father Gerard Jean‐Juste,Father Gerard Jean‐Juste,,,,,,,,,,,0.000
Felipe Valls,Felipe Valls,,,,,,,,,,,0.000
Florencio 'Kiko' Pernas,Florencio 'Kiko' Pernas,,,,,,,,,,,0.000
Frank Pasquarella,Frank Pasquarella,,,,,,,,,,,0.000
Frederick Douglass,Frederick Douglass,,,,https://www.findagrave.com/memorial/230906356/frederick-douglass,230906356,Frederick Douglass (unknown-1895) - Find a Grave...,18,,"Burial Cleethorpes Cemetery Cleethorpes , North East Lincolnshire Unitary Authority , Lincolnshire , England Add to Map Plot C07",,0.384
George Gill,George Gill,,,,,,,,,,,0.000
Golden Glades,Golden Glades,,,,,,,,,,,0.000
Gwen Cherry,Gwen Cherry,,,,,,,,,,,0.000
Henri Levy,Henri Levy,,,,https://www.findagrave.com/memorial/32352018/henri-levy,32352018,Henri Levy (1926-1944) - Find a Grave Memorial,19,19,"Burial, Cemetery",,0.255
Herbert Lee Simon,Herbert Lee Simon,,,,,,,,,,,0.000
Biscayne,Biscayne,,,,,,,,,,,0.000
"Honorable Robert B. Ingram, Ph.D.",Robert B Ingram PhD,,,,,,,,,,,0.000
Hugh Anderson,Hugh Anderson,,,,https://www.findagrave.com/memorial/73196690/hugh-anderson,73196690,Hugh Anderson (1905-1963) - Find a Grave Memorial,19,19,"Burial Grays Creek Cemetery Eads , Shelby County , Tennessee , USA Add to Map Memorial ID 73196690 73196690",,0.296
Interama,Interama,,,,,,,,,,,0.000
Jacob Fleishman,Jacob Fleishman,,,,https://www.findagrave.com/memorial/74341683/jacob-fleishman,74341683,Jacob Fleishman (unknown-1943) - Find a Grave...,19,,"Burial Saint Mary's Episcopal Cemetery Baltimore , City of Baltimore , Maryland , USA Add to Map Plot NP 12 B 1",,0.355
James Weldon Johnson,James Weldon Johnson,,,,,,,,,,,0.000
Jean‐Jacques Dessalines,Jean‐Jacques Dessalines,,,,,,,,,,,0.000
Jean Baptiste Point du Sable,Jean Baptiste Point du Sable,,,,https://www.findagrave.com/memorial/258857356/jean-sable,258857356,Jean Finer Sable (1911-1996) - Find a Grave...,19,19,"Burial Mount Sinai Memorial Park Toronto , Toronto Municipality , Ontario , Canada Add to Map Plot section 19 south, row 33, grave 1 Memorial ID 258857356 258857356",,0.256
"Jefferson Reaves, Sr.",Jefferson Reaves Sr,,,,,,,,,,,0.000
Jerry Underwood,Jerry Underwood,,,,https://www.findagrave.com/memorial/218954353/jerry-underwood,218954353,Jerry Underwood (1942-2016) - Find a Grave...,19,20,"Burial Hopewell Missionary Baptist Church Cemetery Summit , Blount County , Alabama , USA Show Map GPS-Latitude",,0.375
Jim Mandich,Jim Mandich,,,,,,,,,,,0.000
John F. Cosgrove,John F Cosgrove,,,,,,,,,,,0.000
John F. Kennedy,John F Kennedy,,,,https://www.findagrave.com/memorial/100775181/john-kennedy,100775181,John Kennedy (1828-1862) - Find a Grave Memorial,18,18,"Burial Saint Joseph Cemetery New Rochelle , Westchester County , New York , USA Add to Map Memorial ID 100775181 100775181",,0.274
John H. Levi,John H Levi,,,,,,,,,,,0.000
John I. Smith,John I Smith,,,,,,John Smith (1836-1902) - Find a Grave Memorial,18,19,"Burial Ipswich General Cemetery Ipswich , City of Ipswich , Queensland , Australia Add to Map Plot Church of England B, Grave number 6949 Memorial ID 185505577 185505577",,0.245
"John J. Brunettie, Sr.",John J Brunettie Sr,,,,,,,,,,,0.000
John Torrese Family,John Torrese Family,,,,,,,,,,,0.000
Jorge L. Cabrera,Jorge L Cabrera,,,,https://www.findagrave.com/memorial/200164741/jorge-cabrera,200164741,Jorge Cabrera (1948-1985) - Find a Grave Memorial,19,19,"Burial Woodlawn Park North Cemetery and Mausoleum Miami , Miami-Dade County , Florida , USA Show Map GPS-Latitude",,0.436
Jorge Mas Canosa,Jorge Mas Canosa,,,,,,,,,,,0.000
Jose Regueiro,Jose Regueiro,,,,https://www.findagrave.com/memorial/255132255/jose-maria-regueiro,255132255,Jose Maria Regueiro (1889-1973) - Find a Grave...,18,19,"cemetery records  ACCORDING TO IMMIGRATION PAPERS FILED IN SUMMIT COUNTY COURTS IN AKRON OHIO, JOSE MARRIA REGUEIRO GAVE THE FOLLOWING INFOMATION",,0.313
Joseph Emmanuel 'Manno' Charlemagne,Joseph Emmanuel 'Manno' Charlemagne,,,,,,,,,,,0.000
Judge Steve Levine,Steve Levine,,,,,,,,,,,0.000
"Judge Wilkie D. Ferguson, Jr",Wilkie D Ferguson Jr,,,,,,,,,,,0.000
Judy Drucker,Judy Drucker,,,,,,Mrs J. Drucker (unknown-1868) - Find a Grave...,18,,"Burial Walnut Hills Jewish Cemetery Evanston , Hamilton County , Ohio , USA Add to Map Plot Old Ground Memorial ID 245047641 245047641",,0.234
Julia Tuttle,Julia Tuttle,,,,,,,,,,,0.000
Julia Tuttle,Julia Tuttle,,,,https://www.findagrave.com/memorial/124194439/julia-tuttle,124194439,Julia Tuttle (1866-1871) - Find a Grave Memorial,18,18,"Burial Lawnview Cemetery Rockledge , Montgomery County , Pennsylvania , USA Add to Map Memorial ID 124194439 124194439",,0.284
Killian,Killian,,,,,,,,,,,0.000
Le Jeune,Le Jeune,,,,,,,,,,,0.000
Lincoln‐Marti,Lincoln‐Marti,,,,,,,,,,,0.000
Lolo Villalobos,Lolo Villalobos,,,,,,,,,,,0.000
Loring P. Evans,Loring P Evans,,,,https://www.findagrave.com/memorial/126662220/loring-dalrymple-evans,126662220,Loring Dalrymple Evans (1921-1982) - Find a Grave...,19,19,"Burial New Saint Joseph Cemetery Bedford , Hillsborough County , New Hampshire , USA Add to Map Plot Section",,0.314
Lourdes P. Aguila,Lourdes P Aguila,,,,,,,,,,,0.000
Lt. Colonel Charles Brown,Colonel Charles Brown,,,,https://www.findagrave.com/memorial/204546251/colonel-a-brown,204546251,Colonel A Brown (unknown-2007) - Find a Grave...,20,,"Burial Fernwood Cemetery and Mausoleum Lansdowne , Delaware County , Pennsylvania , USA Add to Map Memorial ID 204546251 204546251",,0.320
Luis Conte Aguero,Luis Conte Aguero,,,,,,,,,,,0.000
Maestro Luis Casas Romero,Maestro Luis Casas Romero,,,,,,,,,,,0.000
Manny Añon,Manny Añon,,,,,,,,,,,0.000
Manolo Reyes,Manolo Reyes,,,,,,,,,,,0.000
Manuel Capo,Manuel Capo,,,,https://www.findagrave.com/memorial/175181669/manuel-f-caponong,175181669,Manuel F. Caponong Jr. (1967-2008) - Find a Grave...,19,20,"Burial Bacolod Public Cemetery Bacolod , Negros Occidental Province , Western Visayas , Philippines Add to Map Memorial ID 175181669 175181669",,0.270
Manuel Capo,Manuel Capo,,,,,,,,,,,0.000
Marilyn Culp,Marilyn Culp,,,,https://www.findagrave.com/memorial/286395645/marilyn-culp,286395645,Marilyn McBrine Culp (1924-2023) - Find a Grave...,19,20,Burial Burial Details Unknown Memorial ID 286395645 286395645,,0.289
Marjory Stoneman Douglas,Marjory Stoneman Douglas,,,,,,,,,,,0.000
Marlins,Marlins,,,,,,,,,,,0.000
Martha Flores,Martha Flores,,,,https://www.findagrave.com/memorial/245461911/martha-flores,245461911,Martha Flores (1922-2003) - Find a Grave Memorial,19,20,"Burial Riverview Cemetery Saint Paul , Ramsey County , Minnesota , USA Add to Map Plot O3 Lot 145 Grave 1 Memorial ID 245461911 245461911",,0.296
Mary Ellen Miller,Mary Ellen Miller,,,,,,,,,,,0.000
Maurice Rosen,Maurice Rosen,,,,,,,,,,,0.000
Mayor General Ignacio Agramonte y Loynaz,Mayor General Ignacio Agramonte y Loynaz,,,,,,,,,,,0.000
Miami Medical Team,Miami Medical Team,,,,,,,,,,,0.000
Milton Littman,Milton Littman,,,,,,,,,,,0.000
Miss Lillie Williams,Lillie Williams,,,,https://www.findagrave.com/memorial/72906588/lillie-williams,72906588,Lillie Williams (1868-1926) - Find a Grave...,18,19,"Burial Grandview Cemetery Fort Collins , Larimer County , Colorado , USA Add to Map Memorial ID 72906588 72906588",,0.375
Monsignor Emilio Vallina,Monsignor Emilio Vallina,,,,,,,,,,,0.000
Mrs. Ann Carlton,Ann Carlton,,,,https://www.findagrave.com/memorial/204208098/ann-carlton,204208098,Ann Milner Carlton (1836-1875) - Find a Grave...,18,18,"Burial Melbourne General Cemetery Parkville , City of Melbourne , Victoria , Australia Show Map GPS-Latitude",,0.280
MSgt. Benjamin Strickland,MSgt Benjamin Strickland,,,,,,,,,,,0.000
Natan R. Rok,Natan R Rok,,,,,,,,,,,0.000
Norman Giller,Norman Giller,,,,https://www.findagrave.com/memorial/124472359/norman-jacob-giller,124472359,Norman Jacob Giller (1898-1965) - Find a Grave...,18,19,"Burial Saint Peters Lutheran Cemetery Kitchener , Waterloo Regional Municipality , Ontario , Canada Add to Map Plot Section G",,0.313
North Miami Beach,North Miami Beach,,,,,,,,,,,0.000
Ofelia Perez‐Roura,Ofelia Perez‐Roura,,,,,,,,,,,0.000
Olga Guillot,Olga Guillot,,,,,,,,,,,0.000
Orange Bowl,Orange Bowl,,,,,,O M Bowles (1923-1967) - Find a Grave Memorial,19,19,"Burial Nocona Cemetery Nocona , Montague County , Texas , USA Add to Map Plot Block 74 Lot 5 Space 3 Memorial ID 54768062 54768062",,0.150
Osun's Village,Osun's Village,,,,,,,,,,,0.000
Palmetto Bay,Palmetto Bay,,,,,,,,,,,0.000
Pastors Dr. Randall & Sharlene Holts,Pastors Dr Randall & Sharlene Holts,,,,,,,,,,,0.000
Phicol Williams,Phicol Williams,,,,,,,,,,,0.000
Pinecrest,Pinecrest,,,,,,,,,,,0.000
Rafael Diaz-Balart,Rafael Diaz-Balart,,,,,,,,,,,0.000
Rafael Diaz-Balart,Rafael Diaz-Balart,,,,https://www.findagrave.com/memorial/21911395/theodore-lasher,21911395,Theodore Alexander “Ted” Lasher (1903-1984) - Find...,19,19,Cemetery Memorial Photos 16 Flowers 121 Photo added by Lasherp Add Photos Request Photo Adding photos to this memorial is not allowed,,0.323
Ramon Puig,Ramon Puig,,,,,,,,,,,0.000
Raquel Regalado,Raquel Regalado,,,,,,,,,,,0.000
Raul L. Martinez/Jose Abreu Pass,Raul L Martinez/Jose Abreu Pass,,,,,,,,,,,0.000
Red Road State,Red Road State,,,,,,R Lee Ashton Staten (1915-1976) - Find a Grave...,19,19,"Burial Williams Paradise Cemetery Nada , Colorado County , Texas , USA Add to Map Memorial ID 65129538 65129538",,0.236
Rev. Jorge Comesanas,Jorge Comesanas,,,,,,,,,,,0.000
"Reverend Dr. C.P. Preston, Jr.",Dr CP Preston Jr,,,,,,,,,,,0.000
Reverend Max Salvador,Max Salvador,,,,,,,,,,,0.000
Reverend Samuel Atchison,Samuel Atchison,,,,https://www.findagrave.com/memorial/193434110/samuel-atchison,193434110,Samuel Atchison (1901-1970) - Find a Grave...,19,19,"Burial Newcastle Memorial Park Beresfield , City of Newcastle , New South Wales , Australia Add to Map Plot E G W 12",,0.375
Ricardo Karakadze,Ricardo Karakadze,,,,,,,,,,,0.000
Rick Ricciardelli,Rick Ricciardelli,,,,,,,,,,,0.000
Rickenbaker,Rickenbaker,,,,,,,,,,,0.000
Robert Frost,Robert Frost,,,,,,,,,,,0.000
Robert L. Blum,Robert L Blum,,,,https://www.findagrave.com/memorial/76095092/robert-blum,76095092,Robert Blum (1835-1917) - Find a Grave Memorial,18,19,"Burial Gethsemane Cemetery and Crematory Detroit , Wayne County , Michigan , USA Add to Map Memorial ID 76095092 76095092",,0.260
Rodolfo Garcia,Rodolfo Garcia,,,,,,,,,,,0.000
Roi Henri Christophe,Roi Henri Christophe,,,,https://www.findagrave.com/memorial/240668184/r-christophers,240668184,R CHRISTOPHERS (unknown-1959) - Find a Grave...,19,,"Burial St John in the Wilderness Churchyard Exmouth , East Devon District , Devon , England Add to Map Plot K Memorial ID 240668184 240668184",,0.264
Rolando Encinosa,Rolando Encinosa,,,,,,,,,,,0.000
Rosendo Rosell,Rosendo Rosell,,,,,,,,,,,0.000
Roy F. Kenzie,Roy F Kenzie,,,,,,James Trimble Dunlap (1810-1879) - Find a Grave...,18,18,"Burial Paris City Cemetery Paris , Henry County , Tennessee , USA Add to Map Memorial ID 11220232 11220232",,0.120
S.W. 62nd Avenue,SW 62nd Avenue,,,,,,,,,,,0.000
Saint Marcellin Champagnat,Saint Marcellin Champagnat,,,,,,,,,,,0.000
Senator Ruben Mendiola,Senator Ruben Mendiola,,,,,,,,,,,0.000
Senator Sherman Winn,Senator Sherman Winn,,,,,,,,,,,0.000
Shawn O'Dare,Shawn O'Dare,,,,,,,,,,,0.000
Shepard Broad,Shepard Broad,,,,,,,,,,,0.000
Sidney Alterman,Sidney Alterman,,,,https://www.findagrave.com/memorial/19747351/matilda-needham,19747351,Matilda Dodson Needham (1845-1918) - Find a Grave...,18,19,Cemetery Memorial Photos 7 Flowers 229 Photo added by Soul Seekers Add Photos Request Photo Adding photos to this memorial is not allowed,,0.282
Sigmund Zilber,Sigmund Zilber,,,,,,,,,,,0.000
Singer,Singer,,,,,,S O Singer (1909-1915) - Find a Grave Memorial,19,19,"Burial Hogan Cemetery Groesbeck , Limestone County , Texas , USA Add to Map Memorial ID 55596535 55596535",,0.166
South Bayshore Drive,South Bayshore Drive,,,,,,,,,,,0.000
South Miami Avenue,South Miami Avenue,,,,,,,,,,,0.000
Steve Mainster,Steve Mainster,,,,,,,,,,,0.000
Steven Cranman,Steven Cranman,,,,,,,,,,,0.000
Sunny Isles,Sunny Isles,,,,,,,,,,,0.000
Tanya Martin Oubre Pekel,Tanya Martin Oubre Pekel,,,,,,,,,,,0.000
Toussaint L'Ouverture,Toussaint L'Ouverture,,,,,,,,,,,0.000
Trooper Robert G. Smith,Robert G Smith,,,,https://www.findagrave.com/memorial/185463639/robert-smith,185463639,Robert Smith (unknown-1964) - Find a Grave...,19,,"Burial Washington Park Cemetery Berkeley , St",,0.306
"Victor Hernandez, Sr.",Victor Hernandez Sr,,,,,,,,,,,0.000
Will James Johnson,Will James Johnson,,,,https://www.findagrave.com/memorial/214702960/will-johnson,214702960,Will Johnson (1875-1925) - Find a Grave Memorial,18,19,"Burial Saint Paul Baptist Church Cemetery DeKalb County , Georgia , USA Add to Map Memorial ID 214702960 214702960",,0.256
William H. Turner,William H Turner,,,,,,,,,,,0.000
William Lehman,William Lehman,,,,https://www.findagrave.com/memorial/51730964/william-lehman,51730964,William Lehman (1895-1956) - Find a Grave Memorial,18,19,"Burial Forest Lawn Buffalo , Erie County , New York , USA Add to Map Plot Section 19, Lot 10, Grave 30 Memorial ID 51730964 51730964",,0.308
Willy Chirino,Willy Chirino,,,,,,,,,,,0.000
Yitzhak Rabin,Yitzhak Rabin,,,,,,,,,,,0.000
Zuly Reyes,Zuly Reyes,,,,,,Robert Harry “Bobby” Cosover (1969-1971) - Find a...,19,19,Cemetery Memorial Photos 2 Flowers 2399 Photo added by Zina,,0.225
Dante B. Fascell,Dante B Fascell,,,,,,,,,,,0.000
Representative Bernie C. Papy,Representative Bernie C Papy,,,,,,,,,,,0.000
"Whale Harbor Joe Roth, Jr.",Whale Harbor Joe Roth Jr,,,,,,,,,,,0.000
Harry S. Truman,Harry S Truman,,,,https://www.findagrave.com/memorial/21756322/harry-truman,21756322,Harry Truman (1873-1926) - Find a Grave Memorial,18,19,"Burial Swan Point Cemetery Providence , Providence County , Rhode Island , USA Add to Map Plot Group",,0.274
Gale Lemerand,Gale Lemerand,,,,,,,,,,,0.000
Kermit Sigmon,Kermit Sigmon,,,,,,,,,,,0.000
Patricia Angella Barrett Lewis and Charlton Pernell Lewis,Patricia Angella Barrett Lewis and Charlton Pernell Lewis,,,,https://www.findagrave.com/memorial/153918734/patricia-lewis,153918734,Patricia Lewis (1945-1946) - Find a Grave Memorial,19,19,"Burial Oak Grove Cemetery Lexington , Henderson County , Tennessee , USA Add to Map Memorial ID 153918734 153918734",,0.268
Elias 'Rico' Piccard,Elias 'Rico' Piccard,,,,,,,,,,,0.000
Marge Pearlson,Marge Pearlson,,,,,,,,,,,0.000
Reverend Wilner Maxy,Wilner Maxy,,,,,,,,,,,0.000
Brittan Alexander,Brittan Alexander,,,,,,,,,,,0.000
Burton R. Quinn,Burton R Quinn,,,,https://www.findagrave.com/memorial/138293950/burton-delos-quinn,138293950,Burton Delos Quinn (1887-1904) - Find a Grave...,18,19,"Burial Richmond Cemetery Richmond , Walworth County , Wisconsin , USA Add to Map Memorial ID 138293950 138293950",,0.313
Franklin Hair,Franklin Hair,,,,,,,,,,,0.000
Trooper Ronald Gordon Smith,Ronald Gordon Smith,,,,https://www.findagrave.com/memorial/73400067/ronald-smith,73400067,Ronald Smith (1957-1971) - Find a Grave Memorial,19,19,"Burial Rolling Water Cemetery Desha County , Arkansas , USA Add to Map Memorial ID 73400067 73400067",,0.252
Deputy Lonnie Coburn,Deputy Lonnie Coburn,,,,,,,,,,,0.000
Andrew J. Aviles,Andrew J Aviles,,,,,,,,,,,0.000
Art Pepin,Art Pepin,,,,,,Arthur Pepin (1903-1998) - Find a Grave Memorial,19,19,burial on the death record,,0.225
"August A. Busch, Jr.",August A Busch Jr,,,,,,,,,,,0.000
Blue Star,Blue Star,,,,,,,,,,,0.000
Brandon,Brandon,,,,https://www.findagrave.com/memorial/12581905/b-v-brandon,12581905,Serjeant B V Brandon (unknown-1916) - Find a Grave...,19,,"Burial Kemmel Chateau Military Cemetery Kemmel , Arrondissement Ieper , West Flanders , Belgium Add to Map Plot L",,0.325
Corporal Michael Joseph Roberts,Michael Joseph Roberts,,,,,,,,,,,0.000
Fortune Taylor,Fortune Taylor,,,,https://www.findagrave.com/memorial/151891617/fortune-rae-taylor,151891617,Fortune Rae Silver Taylor (1948-2015) - Find a...,19,20,"Burial Fairlawn Cemetery Chickasha , Grady County , Oklahoma , USA Add to Map Memorial ID 151891617 151891617",,0.331
Gonzmart,Gonzmart,,,,,,,,,,,0.000
Ivey Edward Cannon,Ivey Edward Cannon,,,,,,,,,,,0.000
James L. Redman,James L Redman,,,,https://www.findagrave.com/memorial/242879410/james-redman,242879410,James Redman (1854-1855) - Find a Grave Memorial,18,18,"Burial St Mary the Virgin East Wittering , Chichester District , West Sussex , England Add to Map Memorial ID 242879410 242879410",,0.274
Jim Holmes,Jim Holmes,,,,,,,,,,,0.000
Lee Roy Selmon,Lee Roy Selmon,,,,,,,,,,,0.000
